idx,name,n,capacity,bks_cost,bks_routes,ref_ok
64,XL-n4535-k1134,4534,4.0,1203566.0,1134,1
65,XL-n4635-k790,4634,294.0,610650.0,792,1
66,XL-n4738-k487,4737,499.0,760501.0,488,1
67,XL-n4844-k321,4843,188.0,404652.0,321,1
68,XL-n4951-k203,4950,1848.0,285269.0,203,1
69,XL-n5061-k184,5060,206.0,161629.0,184,1
70,XL-n5174-k55,5173,520.0,61382.0,55,1
71,XL-n5288-k1246,5287,318.0,1960101.0,1248,1
72,XL-n5406-k783,5405,38.0,1040536.0,783,1
73,XL-n5526-k553,5525,10.0,336898.0,553,1
74,XL-n5649-k401,5648,181.0,644866.0,401,1
75,XL-n5774-k290,5773,1012.0,250207.0,290,1
76,XL-n5902-k122,5901,2663.0,217447.0,122,1
77,XL-n6034-k61,6033,744.0,64448.0,62,1
78,XL-n6168-k1922,6167,162.0,1530010.0,1932,1
79,XL-n6305-k1042,6304,268.0,1177528.0,1046,1
80,XL-n6445-k628,6444,77.0,996623.0,628,1
81,XL-n6588-k473,6587,76.0,334068.0,473,1
82,XL-n6734-k330,6733,1534.0,448031.0,331,1
83,XL-n6884-k148,6883,357.0,181809.0,148,1
84,XL-n7037-k38,7036,187.0,70845.0,38,1
85,XL-n7193-k1683,7192,32.0,2958979.0,1683,1
86,XL-n7353-k1471,7352,5.0,1537811.0,1471,1
87,XL-n7516-k859,7515,439.0,573902.0,860,1
88,XL-n7683-k602,7682,957.0,702098.0,603,1
89,XL-n7854-k365,7853,223.0,659221.0,365,1
90,XL-n8028-k294,8027,1386.0,266900.0,295,1
91,XL-n8207-k108,8206,415.0,118274.0,108,1
92,XL-n8389-k2028,8388,208.0,3358731.0,2031,1
93,XL-n8575-k1297,8574,36.0,1089137.0,1297,1
94,XL-n8766-k1032,8765,637.0,906406.0,1034,1
95,XL-n8960-k634,8959,106.0,773383.0,634,1
96,XL-n9160-k379,9159,237.0,324092.0,379,1
97,XL-n9363-k209,9362,45.0,205575.0,209,1
98,XL-n9571-k55,9570,8773.0,106791.0,55,1
99,XL-n9784-k2774,9783,19.0,4078217.0,2774,1
