idx,name,n,capacity,bks_cost,bks_routes,ref_ok
63,XML100_1113_10,100,10.0,15675.0,10,1
64,XML100_1113_11,100,9.0,15838.0,12,1
65,XML100_1113_12,100,9.0,15439.0,12,1
66,XML100_1113_13,100,11.0,15302.0,10,1
67,XML100_1113_14,100,11.0,15157.0,10,1
68,XML100_1113_15,100,8.0,16750.0,13,1
69,XML100_1113_16,100,9.0,15674.0,12,1
70,XML100_1113_17,100,10.0,19367.0,10,1
71,XML100_1113_18,100,10.0,17451.0,10,1
72,XML100_1113_19,100,10.0,12189.0,10,1
73,XML100_1113_20,100,10.0,18200.0,10,1
74,XML100_1113_21,100,9.0,18939.0,12,1
75,XML100_1113_22,100,11.0,14115.0,10,1
76,XML100_1113_23,100,9.0,16372.0,12,1
77,XML100_1113_24,100,8.0,19248.0,13,1
78,XML100_1113_25,100,9.0,16767.0,12,1
79,XML100_1113_26,100,10.0,17103.0,10,1
80,XML100_1113_27,100,9.0,14297.0,12,1
81,XML100_1114_01,100,13.0,13650.0,8,1
82,XML100_1114_02,100,15.0,12579.0,7,1
83,XML100_1114_03,100,15.0,15432.0,7,1
84,XML100_1114_04,100,14.0,14030.0,8,1
85,XML100_1114_05,100,12.0,14059.0,9,1
86,XML100_1114_06,100,12.0,13895.0,9,1
87,XML100_1114_07,100,12.0,13786.0,9,1
88,XML100_1114_08,100,14.0,14601.0,8,1
89,XML100_1114_09,100,12.0,11847.0,9,1
90,XML100_1114_10,100,12.0,13777.0,9,1
91,XML100_1114_11,100,14.0,11097.0,8,1
92,XML100_1114_12,100,13.0,11443.0,8,1
93,XML100_1114_13,100,12.0,13276.0,9,1
94,XML100_1114_14,100,14.0,13898.0,8,1
95,XML100_1114_15,100,15.0,11091.0,7,1
96,XML100_1114_16,100,15.0,12053.0,7,1
97,XML100_1114_17,100,15.0,13124.0,7,1
98,XML100_1114_18,100,12.0,13839.0,9,1
99,XML100_1114_19,100,13.0,12530.0,8,1
100,XML100_1114_20,100,12.0,17235.0,9,1
101,XML100_1114_21,100,14.0,11802.0,8,1
102,XML100_1114_22,100,13.0,12255.0,8,1
103,XML100_1114_23,100,15.0,11793.0,7,1
104,XML100_1114_24,100,13.0,14095.0,8,1
105,XML100_1114_25,100,15.0,15367.0,7,1
106,XML100_1114_26,100,14.0,12990.0,8,1
107,XML100_1114_27,100,15.0,11757.0,7,1
108,XML100_1115_01,100,20.0,11095.0,5,1
109,XML100_1115_02,100,19.0,10675.0,6,1
110,XML100_1115_03,100,17.0,11355.0,6,1
111,XML100_1115_04,100,21.0,9370.0,5,1
112,XML100_1115_05,100,23.0,10499.0,5,1
113,XML100_1115_06,100,16.0,11494.0,7,1
114,XML100_1115_07,100,17.0,13076.0,6,1
115,XML100_1115_08,100,21.0,10682.0,5,1
116,XML100_1115_09,100,17.0,11124.0,6,1
117,XML100_1115_10,100,17.0,11410.0,6,1
118,XML100_1115_11,100,17.0,10444.0,6,1
119,XML100_1115_12,100,17.0,11821.0,6,1
120,XML100_1115_13,100,21.0,10862.0,5,1
121,XML100_1115_14,100,21.0,10761.0,5,1
122,XML100_1115_15,100,16.0,11299.0,7,1
123,XML100_1115_16,100,20.0,11643.0,5,1
124,XML100_1115_17,100,18.0,10879.0,6,1
125,XML100_1115_18,100,21.0,9504.0,5,1
126,XML100_1115_19,100,21.0,10345.0,5,1
127,XML100_1115_20,100,18.0,11093.0,6,1
128,XML100_1115_21,100,23.0,10493.0,5,1
129,XML100_1115_22,100,18.0,11377.0,6,1
130,XML100_1115_23,100,22.0,10217.0,5,1
131,XML100_1115_24,100,19.0,11055.0,6,1
132,XML100_1115_25,100,20.0,10794.0,5,1
133,XML100_1115_26,100,17.0,13358.0,6,1
134,XML100_1115_27,100,21.0,9325.0,5,1
135,XML100_1116_01,100,38.0,8383.0,3,1
136,XML100_1116_02,100,35.0,9366.0,3,1
137,XML100_1116_03,100,36.0,8463.0,3,1
138,XML100_1116_04,100,42.0,8577.0,3,1
139,XML100_1116_05,100,27.0,8766.0,4,1
140,XML100_1116_06,100,25.0,10099.0,4,1
141,XML100_1116_07,100,42.0,8423.0,3,1
142,XML100_1116_08,100,46.0,8620.0,3,1
143,XML100_1116_09,100,36.0,8889.0,3,1
144,XML100_1116_10,100,45.0,9105.0,3,1
145,XML100_1116_11,100,40.0,8873.0,3,1
146,XML100_1116_12,100,28.0,9471.0,4,1
147,XML100_1116_13,100,40.0,9528.0,3,1
148,XML100_1116_14,100,31.0,9375.0,4,1
149,XML100_1116_15,100,47.0,8173.0,3,1
150,XML100_1116_16,100,46.0,8450.0,3,1
151,XML100_1116_17,100,34.0,9134.0,3,1
152,XML100_1116_18,100,26.0,9386.0,4,1
153,XML100_1116_19,100,48.0,8295.0,3,1
154,XML100_1116_20,100,38.0,9645.0,3,1
155,XML100_1116_21,100,47.0,8294.0,3,1
156,XML100_1116_22,100,30.0,9685.0,4,1
157,XML100_1116_23,100,49.0,7902.0,3,1
158,XML100_1116_24,100,41.0,8522.0,3,1
159,XML100_1116_25,100,33.0,9028.0,4,1
160,XML100_1116_26,100,38.0,8589.0,3,1
161,XML100_1116_27,100,47.0,8950.0,3,1
162,XML100_1121_01,100,21.0,25764.0,26,1
163,XML100_1121_02,100,20.0,35093.0,27,1
164,XML100_1121_03,100,29.0,31405.0,21,1
165,XML100_1121_04,100,23.0,24425.0,25,0
166,XML100_1121_05,100,18.0,39334.0,31,1
167,XML100_1121_06,100,21.0,29023.0,25,1
168,XML100_1121_07,100,25.0,28653.0,24,1
169,XML100_1121_08,100,27.0,21644.0,21,1
170,XML100_1121_09,100,24.0,37803.0,24,1
171,XML100_1121_10,100,20.0,37656.0,30,1
172,XML100_1121_11,100,22.0,28618.0,24,1
173,XML100_1121_12,100,22.0,34122.0,26,1
174,XML100_1121_13,100,18.0,34021.0,32,1
175,XML100_1121_14,100,26.0,27699.0,22,1
176,XML100_1121_15,100,23.0,26292.0,25,1
177,XML100_1121_16,100,29.0,25708.0,21,1
178,XML100_1121_17,100,18.0,40753.0,29,1
179,XML100_1121_18,100,25.0,28306.0,23,1
180,XML100_1121_19,100,18.0,31865.0,31,1
181,XML100_1121_20,100,20.0,36844.0,29,1
182,XML100_1121_21,100,27.0,32367.0,22,1
183,XML100_1121_22,100,20.0,34243.0,28,1
184,XML100_1121_23,100,26.0,28540.0,22,1
185,XML100_1121_24,100,22.0,24368.0,26,1
186,XML100_1121_25,100,21.0,26180.0,26,1
187,XML100_1121_26,100,28.0,28384.0,22,1
188,XML100_1121_27,100,25.0,26735.0,23,1
189,XML100_1122_01,100,44.0,21308.0,14,1
190,XML100_1122_02,100,41.0,17816.0,14,1
191,XML100_1122_03,100,35.0,21933.0,17,1
192,XML100_1122_04,100,43.0,20613.0,13,1
193,XML100_1122_05,100,28.0,22617.0,19,1
194,XML100_1122_06,100,29.0,22937.0,20,1
195,XML100_1122_07,100,36.0,18281.0,15,1
196,XML100_1122_08,100,32.0,29764.0,19,1
197,XML100_1122_09,100,36.0,19508.0,14,1
198,XML100_1122_10,100,35.0,19941.0,17,1
199,XML100_1122_11,100,32.0,24201.0,18,1
200,XML100_1122_12,100,32.0,25040.0,17,1
201,XML100_1122_13,100,39.0,18149.0,15,1
202,XML100_1122_14,100,42.0,17334.0,14,1
203,XML100_1122_15,100,31.0,25073.0,20,1
204,XML100_1122_16,100,42.0,15833.0,14,1
205,XML100_1122_17,100,33.0,22159.0,17,1
206,XML100_1122_18,100,37.0,21581.0,15,1
207,XML100_1122_19,100,41.0,22167.0,14,1
208,XML100_1122_20,100,27.0,26451.0,20,1
209,XML100_1122_21,100,38.0,17807.0,15,1
210,XML100_1122_22,100,37.0,23053.0,14,1
211,XML100_1122_23,100,41.0,20338.0,13,1
212,XML100_1122_24,100,29.0,23456.0,18,1
213,XML100_1122_25,100,34.0,18752.0,17,1
214,XML100_1122_26,100,43.0,18756.0,13,1
215,XML100_1122_27,100,40.0,17055.0,15,1
216,XML100_1123_01,100,54.0,15771.0,12,1
217,XML100_1123_02,100,48.0,19392.0,12,1
218,XML100_1123_03,100,52.0,17573.0,11,1
219,XML100_1123_04,100,50.0,14792.0,12,1
220,XML100_1123_05,100,46.0,16928.0,12,1
221,XML100_1123_06,100,54.0,18533.0,12,1
222,XML100_1123_07,100,58.0,13327.0,11,1
223,XML100_1123_08,100,46.0,17717.0,12,1
224,XML100_1123_09,100,49.0,18434.0,12,1
225,XML100_1123_10,100,63.0,12108.0,9,1
226,XML100_1123_11,100,63.0,14511.0,9,1
227,XML100_1123_12,100,63.0,15513.0,10,1
228,XML100_1123_13,100,49.0,15405.0,12,1
229,XML100_1123_14,100,52.0,18973.0,11,1
230,XML100_1123_15,100,66.0,14271.0,9,1
231,XML100_1123_16,100,51.0,18258.0,11,1
232,XML100_1123_17,100,61.0,14007.0,10,1
233,XML100_1123_18,100,59.0,15572.0,9,1
234,XML100_1123_19,100,57.0,17939.0,10,1
235,XML100_1123_20,100,54.0,15889.0,10,1
236,XML100_1123_21,100,67.0,15250.0,9,1
237,XML100_1123_22,100,48.0,18698.0,12,1
238,XML100_1123_23,100,61.0,16185.0,9,1
239,XML100_1123_24,100,50.0,18687.0,13,1
240,XML100_1123_25,100,58.0,12759.0,9,1
241,XML100_1123_26,100,58.0,17426.0,11,1
242,XML100_1123_27,100,59.0,12464.0,10,1
243,XML100_1124_01,100,87.0,10860.0,7,1
244,XML100_1124_02,100,77.0,12003.0,8,1
245,XML100_1124_03,100,74.0,13063.0,8,1
246,XML100_1124_04,100,66.0,15062.0,9,1
247,XML100_1124_05,100,83.0,11627.0,7,1
248,XML100_1124_06,100,79.0,10623.0,7,1
249,XML100_1124_07,100,90.0,12201.0,7,1
250,XML100_1124_08,100,81.0,11172.0,8,1
251,XML100_1124_09,100,65.0,12553.0,9,1
252,XML100_1124_10,100,74.0,13116.0,8,1
253,XML100_1124_11,100,73.0,12570.0,8,1
254,XML100_1124_12,100,86.0,13818.0,7,1
255,XML100_1124_13,100,79.0,13606.0,8,1
256,XML100_1124_14,100,65.0,11661.0,9,1
257,XML100_1124_15,100,71.0,14365.0,9,1
258,XML100_1124_16,100,81.0,12220.0,7,1
259,XML100_1124_17,100,93.0,10446.0,7,1
260,XML100_1124_18,100,81.0,12789.0,7,1
261,XML100_1124_19,100,76.0,11032.0,7,1
262,XML100_1124_20,100,93.0,14173.0,7,1
263,XML100_1124_21,100,81.0,10402.0,7,1
264,XML100_1124_22,100,80.0,11197.0,8,1
265,XML100_1124_23,100,80.0,11090.0,8,1
266,XML100_1124_24,100,75.0,13462.0,8,1
267,XML100_1124_25,100,88.0,11515.0,8,1
268,XML100_1124_26,100,90.0,11101.0,7,1
269,XML100_1124_27,100,74.0,12986.0,8,1
270,XML100_1125_01,100,106.0,9893.0,6,1
271,XML100_1125_02,100,103.0,9539.0,6,1
272,XML100_1125_03,100,112.0,10437.0,5,1
273,XML100_1125_04,100,98.0,11779.0,6,1
274,XML100_1125_05,100,123.0,9138.0,5,1
275,XML100_1125_06,100,102.0,12142.0,6,1
276,XML100_1125_07,100,140.0,10469.0,5,1
277,XML100_1125_08,100,120.0,10517.0,5,1
278,XML100_1125_09,100,126.0,10747.0,5,1
279,XML100_1125_10,100,119.0,10157.0,5,1
280,XML100_1125_11,100,94.0,11623.0,6,1
281,XML100_1125_12,100,133.0,9314.0,5,1
282,XML100_1125_13,100,90.0,10684.0,6,1
283,XML100_1125_14,100,103.0,11639.0,6,1
284,XML100_1125_15,100,107.0,10879.0,6,1
285,XML100_1125_16,100,93.0,12051.0,6,1
286,XML100_1125_17,100,102.0,11720.0,6,1
287,XML100_1125_18,100,94.0,10546.0,6,1
288,XML100_1125_19,100,96.0,11501.0,6,1
289,XML100_1125_20,100,102.0,11239.0,6,1
290,XML100_1125_21,100,128.0,11632.0,5,1
291,XML100_1125_22,100,128.0,10083.0,5,1
292,XML100_1125_23,100,95.0,10374.0,6,1
293,XML100_1125_24,100,112.0,10378.0,5,1
294,XML100_1125_25,100,111.0,9813.0,6,1
295,XML100_1125_26,100,127.0,9044.0,5,1
296,XML100_1125_27,100,131.0,11205.0,5,1
297,XML100_1126_01,100,234.0,8477.0,3,1
298,XML100_1126_02,100,239.0,9278.0,3,1
299,XML100_1126_03,100,191.0,9102.0,3,1
300,XML100_1126_04,100,247.0,8320.0,3,1
301,XML100_1126_05,100,224.0,8328.0,3,1
302,XML100_1126_06,100,270.0,8334.0,3,1
303,XML100_1126_07,100,199.0,8707.0,3,1
304,XML100_1126_08,100,235.0,8346.0,3,1
305,XML100_1126_09,100,222.0,8231.0,3,1
306,XML100_1126_10,100,170.0,8804.0,4,1
307,XML100_1126_11,100,278.0,8002.0,3,1
308,XML100_1126_12,100,141.0,10144.0,4,1
309,XML100_1126_13,100,158.0,8765.0,4,1
310,XML100_1126_14,100,193.0,9294.0,4,1
311,XML100_1126_15,100,239.0,9010.0,3,1
312,XML100_1126_16,100,259.0,7929.0,3,1
313,XML100_1126_17,100,144.0,9668.0,4,1
314,XML100_1126_18,100,197.0,8737.0,3,1
315,XML100_1126_19,100,281.0,8485.0,3,1
316,XML100_1126_20,100,220.0,8320.0,3,1
317,XML100_1126_21,100,156.0,9209.0,4,1
318,XML100_1126_22,100,229.0,8213.0,3,1
319,XML100_1126_23,100,203.0,8263.0,3,1
320,XML100_1126_24,100,159.0,8819.0,4,1
321,XML100_1126_25,100,264.0,8800.0,3,1
322,XML100_1126_26,100,243.0,8599.0,3,1
323,XML100_1126_27,100,238.0,8855.0,3,1
324,XML100_1131_01,100,24.0,45399.0,32,1
325,XML100_1131_02,100,27.0,30282.0,28,1
326,XML100_1131_03,100,36.0,23892.0,21,1
327,XML100_1131_04,100,34.0,25253.0,23,1
328,XML100_1131_05,100,28.0,28926.0,27,1
329,XML100_1131_06,100,32.0,33003.0,24,1
330,XML100_1131_07,100,28.0,37158.0,28,1
331,XML100_1131_08,100,31.0,26355.0,26,1
332,XML100_1131_09,100,28.0,43013.0,28,1
333,XML100_1131_10,100,31.0,30731.0,24,1
334,XML100_1131_11,100,35.0,26475.0,22,1
335,XML100_1131_12,100,34.0,32539.0,23,1
336,XML100_1131_13,100,36.0,29052.0,21,1
337,XML100_1131_14,100,26.0,32492.0,29,1
338,XML100_1131_15,100,37.0,22153.0,21,1
339,XML100_1131_16,100,24.0,38102.0,32,1
340,XML100_1131_17,100,33.0,39276.0,24,1
341,XML100_1131_18,100,31.0,29564.0,25,1
342,XML100_1131_19,100,34.0,30061.0,22,1
343,XML100_1131_20,100,24.0,46565.0,31,1
344,XML100_1131_21,100,23.0,50208.0,33,1
345,XML100_1131_22,100,32.0,38976.0,24,1
346,XML100_1131_23,100,30.0,30000.0,26,1
347,XML100_1131_24,100,34.0,30735.0,23,1
348,XML100_1131_25,100,30.0,27025.0,26,1
349,XML100_1131_26,100,34.0,22287.0,23,1
350,XML100_1131_27,100,32.0,27446.0,25,1
351,XML100_1132_01,100,42.0,30531.0,19,1
352,XML100_1132_02,100,47.0,19178.0,17,1
353,XML100_1132_03,100,39.0,26815.0,20,1
354,XML100_1132_04,100,51.0,22282.0,15,1
355,XML100_1132_05,100,49.0,18539.0,16,1
356,XML100_1132_06,100,57.0,22127.0,13,1
357,XML100_1132_07,100,43.0,20602.0,18,1
358,XML100_1132_08,100,50.0,19999.0,16,1
359,XML100_1132_09,100,46.0,25027.0,17,1
360,XML100_1132_10,100,43.0,22190.0,19,1
361,XML100_1132_11,100,50.0,18370.0,16,1
362,XML100_1132_12,100,56.0,17476.0,14,1
363,XML100_1132_13,100,39.0,30399.0,19,1
364,XML100_1132_14,100,61.0,18263.0,13,1
365,XML100_1132_15,100,55.0,20108.0,14,1
366,XML100_1132_16,100,51.0,26602.0,16,1
367,XML100_1132_17,100,51.0,25103.0,15,1
368,XML100_1132_18,100,60.0,20949.0,13,1
369,XML100_1132_19,100,56.0,17346.0,14,1
370,XML100_1132_20,100,46.0,23974.0,17,1
371,XML100_1132_21,100,59.0,17508.0,13,1
372,XML100_1132_22,100,56.0,19590.0,13,1
373,XML100_1132_23,100,53.0,20438.0,14,1
374,XML100_1132_24,100,42.0,20579.0,18,1
375,XML100_1132_25,100,53.0,18475.0,14,1
376,XML100_1132_26,100,42.0,30772.0,19,1
377,XML100_1132_27,100,56.0,20061.0,14,1
378,XML100_1133_01,100,75.0,14460.0,10,1
379,XML100_1133_02,100,72.0,12924.0,11,1
380,XML100_1133_03,100,92.0,15679.0,9,1
381,XML100_1133_04,100,65.0,16426.0,12,1
382,XML100_1133_05,100,77.0,14906.0,10,1
383,XML100_1133_06,100,73.0,15686.0,11,1
384,XML100_1133_07,100,84.0,12350.0,9,1
385,XML100_1133_08,100,79.0,12159.0,10,1
386,XML100_1133_09,100,61.0,18490.0,13,1
387,XML100_1133_10,100,72.0,15157.0,11,1
388,XML100_1133_11,100,77.0,13338.0,10,1
389,XML100_1133_12,100,60.0,19428.0,12,1
390,XML100_1133_13,100,94.0,12315.0,9,1
391,XML100_1133_14,100,72.0,15989.0,11,1
392,XML100_1133_15,100,64.0,19519.0,12,1
393,XML100_1133_16,100,67.0,14622.0,12,1
394,XML100_1133_17,100,62.0,21858.0,13,1
395,XML100_1133_18,100,82.0,14671.0,10,1
396,XML100_1133_19,100,73.0,18249.0,11,1
397,XML100_1133_20,100,75.0,13549.0,11,1
398,XML100_1133_21,100,78.0,16566.0,10,1
399,XML100_1133_22,100,71.0,15247.0,12,1
400,XML100_1133_23,100,74.0,16623.0,11,1
401,XML100_1133_24,100,64.0,14289.0,12,1
402,XML100_1133_25,100,71.0,16367.0,11,1
403,XML100_1133_26,100,73.0,19592.0,11,1
404,XML100_1133_27,100,91.0,13480.0,9,1
405,XML100_1134_01,100,103.0,12191.0,8,1
406,XML100_1134_02,100,94.0,12769.0,9,1
407,XML100_1134_03,100,104.0,13960.0,8,1
408,XML100_1134_04,100,103.0,13924.0,8,1
409,XML100_1134_05,100,119.0,13370.0,7,1
410,XML100_1134_06,100,100.0,11310.0,8,1
411,XML100_1134_07,100,110.0,15415.0,7,1
412,XML100_1134_08,100,112.0,12357.0,7,1
413,XML100_1134_09,100,102.0,14098.0,8,1
414,XML100_1134_10,100,97.0,13001.0,8,1
415,XML100_1134_11,100,89.0,12358.0,9,1
416,XML100_1134_12,100,110.0,12805.0,7,1
417,XML100_1134_13,100,91.0,13145.0,8,1
418,XML100_1134_14,100,116.0,12682.0,7,1
419,XML100_1134_15,100,113.0,13334.0,7,1
420,XML100_1134_16,100,107.0,11670.0,7,1
421,XML100_1134_17,100,90.0,14796.0,9,1
422,XML100_1134_18,100,105.0,12913.0,8,1
423,XML100_1134_19,100,113.0,11938.0,7,1
424,XML100_1134_20,100,96.0,14682.0,8,1
425,XML100_1134_21,100,110.0,11962.0,7,1
426,XML100_1134_22,100,113.0,12896.0,7,1
427,XML100_1134_23,100,93.0,13265.0,9,1
428,XML100_1134_24,100,93.0,17340.0,8,1
429,XML100_1134_25,100,95.0,13759.0,8,1
430,XML100_1134_26,100,117.0,13465.0,7,1
431,XML100_1134_27,100,108.0,13584.0,7,1
432,XML100_1135_01,100,150.0,11220.0,5,1
433,XML100_1135_02,100,159.0,10093.0,5,1
434,XML100_1135_03,100,181.0,10123.0,5,1
435,XML100_1135_04,100,176.0,10103.0,5,1
436,XML100_1135_05,100,132.0,13149.0,6,1
437,XML100_1135_06,100,157.0,10467.0,5,1
438,XML100_1135_07,100,143.0,10967.0,6,1
439,XML100_1135_08,100,130.0,10974.0,6,1
440,XML100_1135_09,100,181.0,9424.0,5,1
441,XML100_1135_10,100,148.0,9686.0,5,1
442,XML100_1135_11,100,119.0,10765.0,7,1
443,XML100_1135_12,100,122.0,11700.0,7,1
444,XML100_1135_13,100,135.0,11606.0,6,1
445,XML100_1135_14,100,176.0,9495.0,5,1
446,XML100_1135_15,100,155.0,9056.0,5,1
447,XML100_1135_16,100,129.0,12509.0,6,1
448,XML100_1135_17,100,132.0,10351.0,6,1
449,XML100_1135_18,100,184.0,9883.0,5,1
450,XML100_1135_19,100,130.0,11825.0,6,1
451,XML100_1135_20,100,162.0,9648.0,5,1
452,XML100_1135_21,100,158.0,9534.0,5,1
453,XML100_1135_22,100,169.0,9644.0,5,1
454,XML100_1135_23,100,172.0,9555.0,5,1
455,XML100_1135_24,100,185.0,9492.0,5,1
456,XML100_1135_25,100,193.0,8970.0,4,1
457,XML100_1135_26,100,159.0,12154.0,5,1
458,XML100_1135_27,100,171.0,9771.0,5,1
459,XML100_1136_01,100,332.0,7935.0,3,1
460,XML100_1136_02,100,329.0,8096.0,3,1
461,XML100_1136_03,100,206.0,9526.0,4,1
462,XML100_1136_04,100,279.0,9261.0,3,1
463,XML100_1136_05,100,297.0,8475.0,3,1
464,XML100_1136_06,100,224.0,9936.0,4,1
465,XML100_1136_07,100,205.0,10399.0,4,1
466,XML100_1136_08,100,263.0,9060.0,3,1
467,XML100_1136_09,100,254.0,8541.0,3,1
468,XML100_1136_10,100,233.0,8505.0,4,1
469,XML100_1136_11,100,244.0,9102.0,3,1
470,XML100_1136_12,100,367.0,8335.0,3,1
471,XML100_1136_13,100,368.0,7939.0,3,1
472,XML100_1136_14,100,197.0,9485.0,4,1
473,XML100_1136_15,100,199.0,10433.0,4,1
474,XML100_1136_16,100,198.0,9377.0,4,1
475,XML100_1136_17,100,301.0,8955.0,3,1
476,XML100_1136_18,100,354.0,8316.0,3,1
477,XML100_1136_19,100,351.0,9050.0,3,1
478,XML100_1136_20,100,363.0,8382.0,3,1
479,XML100_1136_21,100,335.0,8150.0,3,1
480,XML100_1136_22,100,278.0,8691.0,3,1
481,XML100_1136_23,100,248.0,8751.0,4,1
482,XML100_1136_24,100,333.0,8610.0,3,1
483,XML100_1136_25,100,270.0,9535.0,3,1
484,XML100_1136_26,100,342.0,7832.0,3,1
485,XML100_1136_27,100,281.0,9376.0,3,1
486,XML100_1141_01,100,243.0,25196.0,22,1
487,XML100_1141_02,100,230.0,29875.0,23,1
488,XML100_1141_03,100,158.0,35593.0,31,1
489,XML100_1141_04,100,189.0,25031.0,27,1
490,XML100_1141_05,100,172.0,30071.0,28,1
491,XML100_1141_06,100,224.0,32622.0,23,1
492,XML100_1141_07,100,217.0,34567.0,24,1
493,XML100_1141_08,100,203.0,28504.0,24,1
494,XML100_1141_09,100,157.0,39896.0,31,1
495,XML100_1141_10,100,196.0,36861.0,26,1
496,XML100_1141_11,100,251.0,26011.0,21,1
497,XML100_1141_12,100,206.0,26926.0,25,1
498,XML100_1141_13,100,222.0,22189.0,24,1
499,XML100_1141_14,100,264.0,22351.0,21,1
500,XML100_1141_15,100,185.0,30393.0,24,1
501,XML100_1141_16,100,181.0,34478.0,31,1
502,XML100_1141_17,100,192.0,31875.0,28,1
503,XML100_1141_18,100,197.0,30771.0,25,1
504,XML100_1141_19,100,240.0,26048.0,22,1
505,XML100_1141_20,100,177.0,26026.0,26,1
506,XML100_1141_21,100,198.0,31577.0,24,1
507,XML100_1141_22,100,222.0,28976.0,24,1
508,XML100_1141_23,100,261.0,27572.0,22,1
509,XML100_1141_24,100,219.0,28272.0,26,1
510,XML100_1141_25,100,163.0,37226.0,32,1
511,XML100_1141_26,100,210.0,28572.0,27,1
512,XML100_1141_27,100,182.0,31983.0,32,1
513,XML100_1142_01,100,347.0,17779.0,15,1
514,XML100_1142_02,100,384.0,21178.0,13,1
515,XML100_1142_03,100,365.0,16955.0,14,1
516,XML100_1142_04,100,392.0,19309.0,13,1
517,XML100_1142_05,100,348.0,17273.0,14,1
518,XML100_1142_06,100,275.0,22916.0,21,1
519,XML100_1142_07,100,263.0,24770.0,20,1
520,XML100_1142_08,100,356.0,18802.0,14,1
521,XML100_1142_09,100,288.0,20802.0,17,1
522,XML100_1142_10,100,351.0,17271.0,15,1
523,XML100_1142_11,100,248.0,21583.0,21,1
524,XML100_1142_12,100,380.0,16033.0,13,1
525,XML100_1142_13,100,287.0,25287.0,18,1
526,XML100_1142_14,100,404.0,18269.0,13,1
527,XML100_1142_15,100,403.0,20234.0,14,1
528,XML100_1142_16,100,263.0,22872.0,19,1
529,XML100_1142_17,100,265.0,27107.0,19,1
530,XML100_1142_18,100,302.0,22174.0,15,1
531,XML100_1142_19,100,367.0,20871.0,15,1
532,XML100_1142_20,100,357.0,16896.0,15,1
533,XML100_1142_21,100,305.0,19662.0,16,1
534,XML100_1142_22,100,309.0,17973.0,17,1
535,XML100_1142_23,100,341.0,19007.0,15,1
